tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0466839,movie,I Could Never Be Your Woman,I Could Never Be Your Woman,0,2007,97,"Comedy,Drama,Romance",6.0,19837
tt0466856,movie,ATL,ATL,0,2006,105,"Comedy,Crime,Drama",6.2,12487
tt0466893,movie,Margaret,Margaret,0,2011,150,"Drama,Mystery",6.5,18718
tt0466909,movie,The Omen,The Omen,0,2006,110,"Drama,Fantasy,Horror",5.5,64640
tt0467110,movie,Underdog,Underdog,0,2007,84,"Action,Adventure,Comedy",4.8,23142
tt0467197,movie,Max Payne,Max Payne,0,2008,100,"Action,Crime,Drama",5.3,131470
tt0467200,movie,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,115,"Biography,Drama,History",6.7,121826
tt0467406,movie,Juno,Juno,0,2007,96,"Comedy,Drama",7.4,558281
tt0468094,movie,The Road to Guantanamo,The Road to Guantanamo,0,2006,95,"Drama,War",7.4,11545
tt0468489,movie,Half Nelson,Half Nelson,0,2006,106,Drama,7.1,93292
tt0468492,movie,The Host,Gwoemul,0,2006,120,"Drama,Horror,Sci-Fi",7.1,136093
tt0468565,movie,Tsotsi,Tsotsi,0,2005,94,"Crime,Drama",7.2,31865
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,152,"Action,Crime,Drama",9.0,2966402
tt0469021,movie,Alan Partridge,Alan Partridge: Alpha Papa,0,2013,90,"Action,Comedy,Crime",6.9,33349
tt0469263,movie,The Astronaut Farmer,The Astronaut Farmer,0,2006,104,"Adventure,Drama,Sci-Fi",6.3,23491
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,158,Drama,8.2,659437
tt0469623,movie,Things We Lost in the Fire,Things We Lost in the Fire,0,2007,118,Drama,7.1,30059
tt0469641,movie,World Trade Center,World Trade Center,0,2006,129,"Drama,History,Thriller",6.0,89070
tt0469754,movie,The Boss of It All,Direktøren for det hele,0,2006,99,Comedy,6.6,12969
tt0469903,movie,The Express,The Express,0,2008,130,"Biography,Drama,Sport",7.2,23146
tt0470055,movie,Open Water 2: Adrift,Open Water 2: Adrift,0,2006,94,"Adventure,Drama,Horror",5.2,20509
tt0470705,movie,Bug,Bug,0,2006,102,"Drama,Horror,Thriller",6.1,38880
tt0470752,movie,Ex Machina,Ex Machina,0,2014,108,"Drama,Sci-Fi,Thriller",7.7,609099
tt0470765,movie,For Your Consideration,For Your Consideration,0,2006,86,Comedy,6.3,16247
tt0470883,movie,Magic Carpet Ride,Organize Isler,0,2005,106,"Comedy,Crime",7.4,36176
tt0471030,movie,Red Road,Red Road,0,2006,113,"Drama,Mystery,Thriller",6.8,13883
tt0471041,movie,The Tournament,The Tournament,0,2009,95,"Action,Thriller",6.0,36546
tt0471042,movie,Tower Heist,Tower Heist,0,2011,104,"Action,Comedy,Crime",6.2,153298
tt0471571,movie,Athadu,Athadu,0,2005,172,"Action,Crime,Drama",8.2,15455
tt0472033,movie,9,9,0,2009,79,"Action,Adventure,Animation",7.0,151214
tt0472043,movie,Apocalypto,Apocalypto,0,2006,139,"Action,Adventure,Drama",7.8,339105
tt0472062,movie,Charlie Wilson's War,Charlie Wilson's War,0,2007,102,"Biography,Comedy,Drama",7.0,126786
tt0472071,movie,Death Defying Acts,Death Defying Acts,0,2007,97,"Drama,History,Romance",5.8,10632
tt0472160,movie,Penelope,Penelope,0,2006,104,"Comedy,Fantasy,Romance",6.7,67454
tt0472181,movie,The Smurfs,The Smurfs,0,2011,103,"Adventure,Animation,Comedy",5.4,99112
tt0472198,movie,Notorious,Notorious,0,2009,122,"Biography,Crime,Drama",6.7,46735
tt0472399,movie,The Mechanic,The Mechanic,0,2011,93,"Action,Thriller",6.5,176374
tt0472458,movie,Dumplings,Gau ji,0,2004,91,"Drama,Horror",6.7,10638
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,116,"Action,Adventure,Fantasy",6.5,309101
tt0473188,movie,Bobby Z,The Death and Life of Bobby Z,0,2007,97,"Action,Crime,Thriller",5.8,15420
tt0473308,movie,Waitress,Waitress,0,2007,108,"Comedy,Drama,Romance",7.0,49510
tt0473356,movie,The Flock,The Flock,0,2007,96,"Crime,Drama,Mystery",5.7,12441
tt0473360,movie,Goal II: Living the Dream,Goal II: Living the Dream,0,2007,115,"Drama,Sport",5.8,34518
tt0473367,movie,Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,0,2008,155,"Comedy,Drama,Romance",7.4,28690
tt0473444,movie,Curse of the Golden Flower,Man cheng jin dai huang jin jia,0,2006,114,"Action,Drama,Romance",7.0,46495
tt0473488,movie,A Guide to Recognizing Your Saints,A Guide to Recognizing Your Saints,0,2006,100,"Crime,Drama",6.9,27272
tt0473705,movie,State of Play,State of Play,0,2009,127,"Crime,Drama,Mystery",7.1,162954
tt0473753,movie,Angel-A,Angel-A,0,2005,91,"Comedy,Drama,Fantasy",7.0,36244
tt0475169,movie,13 Tzameti,13 Tzameti,0,2005,93,"Crime,Drama,Thriller",7.3,18207
tt0475276,movie,United 93,United 93,0,2006,111,"Action,Drama,History",7.6,112584
tt0475290,movie,"Hail, Caesar!","Hail, Caesar!",0,2016,106,"Comedy,Drama,Mystery",6.3,145503
tt0475394,movie,Smokin' Aces,Smokin' Aces,0,2006,108,"Action,Comedy,Crime",6.6,154094
tt0475723,movie,Shinobi: Heart Under Blade,Shinobi,0,2005,107,"Action,Drama,Fantasy",6.8,13021
tt0475937,movie,The Abandoned,The Abandoned,0,2006,99,"Horror,Mystery,Thriller",5.5,13426
tt0475944,movie,The Covenant,The Covenant,0,2006,97,"Adventure,Fantasy,Horror",5.2,53280
tt0476735,movie,My Father and My Son,Babam ve Oglum,0,2005,112,"Drama,Family",8.2,95728
tt0476884,movie,Taxi No. 9 2 11: Nau Do Gyarah,Taxi No. 9 2 11: Nau Do Gyarah,0,2006,116,"Comedy,Drama,Thriller",7.3,10876
tt0476958,movie,Amusement,Amusement,0,2008,85,"Crime,Horror,Mystery",4.9,12563
tt0476964,movie,The Brave One,The Brave One,0,2007,122,"Crime,Drama,Thriller",6.7,64333
tt0477051,movie,Norbit,Norbit,0,2007,102,"Comedy,Romance",4.2,81736
tt0477071,movie,Premonition,Premonition,0,2007,96,"Drama,Fantasy,Mystery",5.9,82768
tt0477078,movie,Rocket Science,Rocket Science,0,2007,101,"Comedy,Drama",6.5,13822
tt0477080,movie,Unstoppable,Unstoppable,0,2010,98,"Action,Thriller",6.8,211683
tt0477095,movie,Starter for 10,Starter for 10,0,2006,92,"Comedy,Drama,Romance",6.7,25629
tt0477139,movie,Wristcutters: A Love Story,Wristcutters: A Love Story,0,2006,88,"Comedy,Drama,Fantasy",7.2,58412
tt0477302,movie,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,0,2011,129,"Adventure,Drama,Mystery",6.9,106072
tt0477347,movie,Night at the Museum,Night at the Museum,0,2006,108,"Adventure,Comedy,Family",6.5,388178
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,122,"Crime,Drama,Thriller",8.2,1099497
tt0478024,movie,Kill Zone,Saat po long,0,2005,93,"Action,Crime,Thriller",6.9,13452
tt0478087,movie,21,21,0,2008,123,"Crime,Drama,Thriller",6.8,270826
tt0478134,movie,In the Valley of Elah,In the Valley of Elah,0,2007,121,"Crime,Drama,Mystery",7.2,75879
tt0478209,movie,Metal: A Headbanger's Journey,Metal: A Headbanger's Journey,0,2005,96,"Documentary,Music",8.0,12632
tt0478304,movie,The Tree of Life,The Tree of Life,0,2011,139,"Drama,Fantasy",6.8,186637
tt0478311,movie,Knocked Up,Knocked Up,0,2007,129,"Comedy,Romance",6.9,390014
tt0478813,movie,The Trap,Klopka,0,2007,106,"Crime,Drama,Thriller",7.9,10503
tt0478970,movie,Ant-Man,Ant-Man,0,2015,117,"Action,Comedy,Sci-Fi",7.2,740442
tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,102,"Drama,Sport",7.1,235460
tt0479500,movie,Nancy Drew,Nancy Drew,0,2007,99,"Comedy,Crime,Family",5.9,21852
tt0479528,movie,Rogue,Rogue,0,2007,99,"Action,Drama,Horror",6.2,34404
tt0479537,movie,Seraphim Falls,Seraphim Falls,0,2006,115,"Action,Drama,Thriller",6.6,35381
tt0479647,movie,Bon Cop Bad Cop,"Bon Cop, Bad Cop",0,2006,117,"Action,Comedy,Crime",6.7,13314
tt0479651,movie,Dasavatharam,Dasavatharam,0,2008,188,"Action,Adventure,Drama",7.3,10961
tt0479751,movie,Sivaji,Sivaji,0,2007,188,"Action,Crime,Drama",7.5,22455
tt0479884,movie,Crank,Crank,0,2006,88,"Action,Crime,Thriller",6.9,268595
tt0479952,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,0,2008,89,"Adventure,Animation,Comedy",6.6,255413
tt0479968,movie,One Missed Call,One Missed Call,0,2008,87,"Horror,Mystery",4.0,34503
tt0479997,movie,Season of the Witch,Season of the Witch,0,2011,95,"Action,Adventure,Fantasy",5.4,99720
tt0480025,movie,This Is England,This Is England,0,2006,101,"Crime,Drama",7.7,130640
tt0480239,movie,Atlas Shrugged: Part I,Atlas Shrugged: Part I,0,2011,97,"Drama,Mystery,Sci-Fi",5.6,14465
tt0480242,movie,Dan in Real Life,Dan in Real Life,0,2007,98,"Comedy,Drama,Romance",6.8,108407
tt0480249,movie,I Am Legend,I Am Legend,0,2007,101,"Drama,Horror,Sci-Fi",7.2,838168
tt0480255,movie,The Losers,The Losers,0,2010,97,"Action,Adventure,Comedy",6.2,108622
tt0480269,movie,Interview,Interview,0,2007,84,Drama,6.8,14061
tt0480271,movie,Van Wilder: The Rise of Taj,Van Wilder 2: The Rise of Taj,0,2006,97,"Comedy,Romance",4.8,24262
tt0480669,movie,Timecrimes,Los cronocrímenes,0,2007,92,"Horror,Mystery,Sci-Fi",7.1,70743
tt0480687,movie,Hall Pass,Hall Pass,0,2011,105,"Comedy,Romance",5.9,132768
tt0481141,movie,No Reservations,No Reservations,0,2007,104,"Comedy,Drama,Romance",6.3,80647
tt0481369,movie,The Number 23,The Number 23,0,2007,98,"Crime,Mystery,Thriller",6.4,215681
tt0481499,movie,The Croods,The Croods,0,2013,98,"Adventure,Animation,Comedy",7.1,238629
tt0481536,movie,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,0,2008,114,"Adventure,Comedy",6.5,143453
tt0481797,movie,Youth Without Youth,Youth Without Youth,0,2007,124,"Drama,Fantasy,Mystery",6.1,14478
tt0482088,movie,Priceless,Hors de prix,0,2006,106,"Comedy,Romance",7.0,33575
tt0482463,movie,Bella,Bella,0,2006,91,"Drama,Romance",7.1,11106
tt0482527,movie,It's a Boy Girl Thing,It's a Boy Girl Thing,0,2006,95,"Comedy,Fantasy,Romance",6.2,43404
tt0482546,movie,Miss Potter,Miss Potter,0,2006,88,"Biography,Drama,Romance",7.0,32721
tt0482571,movie,The Prestige,The Prestige,0,2006,130,"Drama,Mystery,Sci-Fi",8.5,1487413
tt0482572,movie,Pride and Glory,Pride and Glory,0,2008,130,"Crime,Drama,Thriller",6.6,64302
tt0482599,movie,Shutter,Shutter,0,2008,85,"Horror,Mystery,Thriller",5.2,38264
tt0482603,movie,Space Chimps,Space Chimps,0,2008,81,"Adventure,Animation,Comedy",4.5,12811
tt0482606,movie,The Strangers,The Strangers,0,2008,86,"Horror,Mystery,Thriller",6.1,150083
tt0482629,movie,The Ultimate Gift,The Ultimate Gift,0,2006,114,"Drama,Family,Romance",7.3,21141
tt0483607,movie,Doomsday,Doomsday,0,2008,105,"Action,Sci-Fi,Thriller",5.9,80955
tt0483726,movie,Man of the Year,Man of the Year,0,2006,115,"Comedy,Drama,Romance",6.2,35810
tt0484562,movie,The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising,0,2007,99,"Adventure,Drama,Family",4.8,15983
tt0484740,movie,Love in the Time of Cholera,Love in the Time of Cholera,0,2007,139,"Drama,Romance",6.4,24427
tt0484877,movie,Wedding Daze,The Pleasure of Your Company,0,2006,90,"Comedy,Romance",5.6,17926
tt0485241,movie,"Don't Worry, I'm Fine","Je vais bien, ne t'en fais pas",0,2006,92,Drama,7.3,11482
tt0485323,movie,Fullmetal Alchemist the Movie: Conqueror of Shamballa,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,0,2005,105,"Action,Adventure,Animation",7.3,12358
tt0485510,movie,Killing the Shadows,Hacivat Karagöz Neden Öldürüldü?,0,2006,135,"Comedy,History",7.5,13699
tt0485601,movie,The Secret of Kells,The Secret of Kells,0,2009,75,"Adventure,Animation,Family",7.5,39122
tt0485851,movie,The Air I Breathe,The Air I Breathe,0,2007,95,"Crime,Drama,Thriller",6.7,35136
tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,141,"Drama,Fantasy,Romance",7.7,249923
tt0485976,movie,Rob-B-Hood,Bo bui gai wak,0,2006,136,"Action,Adventure,Comedy",6.6,16174
tt0485985,movie,Red Tails,Red Tails,0,2012,125,"Action,Drama,History",5.9,37671
tt0486051,movie,Wind Chill,Wind Chill,0,2007,91,"Adventure,Drama,Horror",5.8,25605
tt0486358,movie,Jesus Camp,Jesus Camp,0,2006,87,Documentary,7.4,29031
tt0486551,movie,Beerfest,Beerfest,0,2006,110,Comedy,6.2,72217
tt0486576,movie,Fantastic Four: Rise of the Silver Surfer,4: Rise of the Silver Surfer,0,2007,92,"Action,Adventure,Fantasy",5.6,283016
tt0486578,movie,First Sunday,First Sunday,0,2008,96,"Comedy,Crime,Drama",4.6,11936
tt0486583,movie,Fred Claus,Fred Claus,0,2007,116,"Comedy,Family,Fantasy",5.7,49304
tt0486640,movie,Postal,Postal,0,2007,100,"Action,Comedy,Crime",4.5,24590
tt0486655,movie,Stardust,Stardust,0,2007,127,"Adventure,Fantasy,Romance",7.6,289842
tt0486674,movie,What Just Happened,What Just Happened,0,2008,104,"Comedy,Drama",5.6,28803
tt0486822,movie,Disturbia,Disturbia,0,2007,105,"Crime,Drama,Mystery",6.8,263171
tt0486946,movie,Wild Hogs,Wild Hogs,0,2007,100,"Action,Adventure,Comedy",5.8,124991
tt0488085,movie,Big Nothing,Big Nothing,0,2006,86,"Comedy,Crime,Thriller",6.7,32140
tt0488120,movie,Fracture,Fracture,0,2007,113,"Crime,Drama,Thriller",7.2,224539
tt0488414,movie,Omkara,Omkara,0,2006,155,"Action,Crime,Drama",8.0,22720
tt0488478,movie,12,12,0,2007,159,"Crime,Drama,Thriller",7.6,15567
tt0488604,movie,The Oxford Murders,The Oxford Murders,0,2008,108,"Crime,Mystery,Thriller",6.1,31019
tt0488658,movie,Unaccompanied Minors,Unaccompanied Minors,0,2006,90,"Adventure,Comedy,Family",5.4,12695
tt0488798,movie,Welcome,Welcome,0,2007,150,"Comedy,Crime,Drama",7.1,26800
tt0488988,movie,Chapter 27,Chapter 27,0,2007,84,"Biography,Crime,Drama",5.6,11729
tt0489037,movie,Who Killed the Electric Car?,Who Killed the Electric Car?,0,2006,92,Documentary,7.6,12824
tt0489049,movie,Fanboys,Fanboys,0,2009,90,"Adventure,Comedy,Crime",6.5,61847
tt0489099,movie,Jumper,Jumper,0,2008,88,"Action,Adventure,Sci-Fi",6.1,328796
tt0489235,movie,My Name Is Bruce,My Name Is Bruce,0,2007,84,"Comedy,Fantasy,Horror",6.1,25318
tt0489237,movie,The Nanny Diaries,The Nanny Diaries,0,2007,105,"Comedy,Drama,Romance",6.2,65261
tt0489270,movie,Saw III,Saw III,0,2006,108,"Horror,Mystery,Thriller",6.2,218603
tt0489281,movie,Stop-Loss,Stop-Loss,0,2008,112,"Drama,War",6.4,21096
tt0489282,movie,Strange Wilderness,Strange Wilderness,0,2008,87,"Adventure,Comedy",5.2,23049
tt0489327,movie,Venus,Venus,0,2006,95,"Comedy,Drama,Romance",7.1,13603
tt0489664,movie,Shattered,Butterfly on a Wheel,0,2007,95,"Crime,Drama,Thriller",6.6,34092
tt0490076,movie,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,0,2006,90,"Horror,Mystery,Thriller",5.5,35301
tt0490084,movie,Because I Said So,Because I Said So,0,2007,102,"Comedy,Romance",5.6,40745
tt0490086,movie,Big Stan,Big Stan,0,2007,105,"Action,Comedy",6.2,48744
tt0490181,movie,Mutant Chronicles,Mutant Chronicles,0,2008,111,"Action,Adventure,Mystery",5.2,27354
tt0490204,movie,Reign Over Me,Reign Over Me,0,2007,124,Drama,7.4,100631
tt0490215,movie,Silence,Silence,0,2016,161,"Drama,History",7.2,125922
tt0491152,movie,Something Borrowed,Something Borrowed,0,2011,112,"Comedy,Drama,Romance",5.8,66110
tt0491175,movie,Suburbicon,Suburbicon,0,2017,105,"Comedy,Crime,Drama",5.8,48047
tt0491203,movie,Tulip Fever,Tulip Fever,0,2017,105,"Drama,History,Romance",6.2,23504
tt0491747,movie,Away from Her,Away from Her,0,2006,110,Drama,7.5,23310
tt0492044,movie,The Haunting in Connecticut,The Haunting in Connecticut,0,2009,92,"Drama,Horror,Mystery",5.8,66325
tt0492389,movie,Furry Vengeance,Furry Vengeance,0,2010,92,"Comedy,Family",3.9,18606
tt0492486,movie,Shrooms,Shrooms,0,2007,84,"Comedy,Horror,Mystery",4.6,17975
tt0492619,movie,The Foot Fist Way,The Foot Fist Way,0,2006,85,Comedy,6.2,13858
tt0492956,movie,The Game Plan,The Game Plan,0,2007,110,"Comedy,Family,Sport",6.4,101776
tt0493264,movie,Valley of the Wolves: Iraq,Kurtlar Vadisi: Irak,0,2006,122,"Action,Drama,War",5.7,18744
tt0493405,movie,CHIPS,CHIPS,0,2017,100,"Action,Comedy,Crime",6.0,51935
tt0493430,movie,Jackass Number Two,Jackass Number Two,0,2006,92,"Action,Comedy,Documentary",7.0,81045
tt0493459,movie,This Film Is Not Yet Rated,This Film Is Not Yet Rated,0,2006,98,Documentary,7.4,28776
tt0493464,movie,Wanted,Wanted,0,2008,110,"Action,Crime,Thriller",6.7,416460
tt0493949,movie,Ramona and Beezus,Ramona and Beezus,0,2010,103,"Comedy,Drama,Family",6.5,20563
tt0494222,movie,Eagle vs Shark,Eagle vs Shark,0,2007,88,"Comedy,Romance",6.7,26662
tt0494238,movie,Inkheart,Inkheart,0,2008,106,"Adventure,Family,Fantasy",6.1,83437
tt0494271,movie,The Unknown Woman,La sconosciuta,0,2006,118,"Drama,Mystery,Thriller",7.4,16301
tt0494290,movie,Vivah,Vivah,0,2006,160,"Drama,Musical,Romance",6.7,11267
tt0494652,movie,"Welcome Home, Roscoe Jenkins",Welcome Home Roscoe Jenkins,0,2008,114,"Comedy,Romance",5.5,16091
tt0494834,movie,Silk,Silk,0,2007,107,"Drama,Romance",5.8,11855
tt0495034,movie,Golmaal: Fun Unlimited,Golmaal: Fun Unlimited,0,2006,150,"Action,Comedy,Drama",7.5,19953
tt0495596,movie,Tales from Earthsea,Gedo senki,0,2006,115,"Adventure,Animation,Fantasy",6.3,45688
tt0496436,movie,White Noise 2: The Light,White Noise 2: The Light,0,2007,99,"Drama,Fantasy,Horror",5.7,13904
tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,0,2007,122,"Crime,Thriller",6.9,374101
tt0497116,movie,An Inconvenient Truth,An Inconvenient Truth,0,2006,96,Documentary,7.4,85770
tt0497137,movie,"I'm a Cyborg, But That's OK",Ssa-i-bo-geu-ji-man-gwen-chan-a,0,2006,107,"Comedy,Drama,Romance",6.9,26280
tt0497465,movie,Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,96,"Comedy,Drama,Romance",7.1,272770
tt0497915,movie,Gunda,Gunda,0,1998,129,"Action,Comedy,Crime",7.3,11047
tt0497972,movie,Sex and Death 101,Sex and Death 101,0,2007,117,"Comedy,Drama,Fantasy",5.9,11716
tt0497986,movie,Time,Shigan,0,2006,97,"Drama,Mystery,Romance",7.1,13021
tt0498097,movie,Climates,Iklimler,0,2006,98,Drama,7.1,14608
tt0498353,movie,Hostel: Part II,Hostel: Part II,0,2007,94,Horror,5.5,98212
tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,141,"Action,Adventure,Drama",7.8,172525
tt0498381,movie,Rings,Rings,0,2017,102,"Drama,Horror,Mystery",4.5,44097
tt0498399,movie,We Own the Night,We Own the Night,0,2007,117,"Crime,Drama,Thriller",6.8,94438
tt0499097,movie,Without Remorse,Without Remorse,0,2021,109,"Action,Drama,Thriller",5.8,66666
tt0499262,movie,Takva: A Man's Fear of God,Takva,0,2006,96,Drama,7.4,13965
tt0499375,movie,Guru,Guru,0,2007,166,Drama,7.7,25402
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,150,"Action,Adventure,Family",6.5,230263
tt0499487,movie,Goal! III,Goal III: Taking on the World,0,2009,96,"Drama,Romance,Sport",3.2,13268
tt0499549,movie,Avatar,Avatar,0,2009,162,"Action,Adventure,Fantasy",7.9,1414744
tt0499554,movie,Reno 911!: Miami,Reno 911!: Miami,0,2007,84,"Comedy,Crime",5.9,28234
tt0499556,movie,War,War,0,2007,103,"Action,Thriller",6.2,98398
tt0499603,movie,10 Items or Less,10 Items or Less,0,2006,82,"Comedy,Drama",6.5,16532
tt0756683,movie,The Man from Earth,The Man from Earth,0,2007,87,"Drama,Fantasy,Mystery",7.8,205873
tt0757361,movie,Margot at the Wedding,Margot at the Wedding,0,2007,91,"Comedy,Drama",6.0,22997
tt0758730,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,0,2007,94,"Action,Horror,Sci-Fi",4.6,138949
tt0758742,movie,Death Note,Death Note: Desu nôto,0,2006,126,"Crime,Drama,Fantasy",7.5,32398
tt0758746,movie,Friday the 13th,Friday the 13th,0,2009,97,"Horror,Mystery,Thriller",5.5,120677
tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,112,"Comedy,Drama,Romance",6.7,231856
tt0758758,movie,Into the Wild,Into the Wild,0,2007,148,"Adventure,Biography,Drama",8.1,671439
tt0758766,movie,Music and Lyrics,Music and Lyrics,0,2007,104,"Comedy,Music,Romance",6.5,108753
tt0758771,movie,Outlaw,Outlaw,0,2007,103,"Action,Crime,Drama",5.7,12890
tt0758774,movie,Body of Lies,Body of Lies,0,2008,128,"Action,Drama,Thriller",7.0,243237
tt0758786,movie,Stuck,Stuck,0,2007,85,"Comedy,Crime,Drama",6.5,10424
tt0758794,movie,We Are Marshall,We Are Marshall,0,2006,131,"Drama,Sport",7.0,65881
tt0760311,movie,He Was a Quiet Man,He Was a Quiet Man,0,2007,100,"Drama,Romance,Thriller",6.7,23387
tt0760329,movie,The Water Horse,The Water Horse,0,2007,112,"Adventure,Family,Fantasy",6.4,43584
tt0762073,movie,Thirst,Bakjwi,0,2009,134,"Drama,Fantasy,Horror",7.1,52538
tt0762107,movie,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,0,2007,115,"Comedy,Romance",5.9,156253
tt0762114,movie,License to Wed,License to Wed,0,2007,91,"Comedy,Romance",5.3,41051
tt0762121,movie,The Nativity Story,The Nativity Story,0,2006,101,"Adventure,Drama,Family",6.8,12638
tt0762125,movie,Planet 51,Planet 51,0,2009,91,"Adventure,Animation,Comedy",6.0,59603
tt0762138,movie,Syrup,Syrup,0,2013,90,"Comedy,Drama,Romance",5.5,12655
tt0763831,movie,A Thousand Words,A Thousand Words,0,2012,91,"Comedy,Drama,Fantasy",5.9,45585
tt0763840,movie,Home of the Brave,Home of the Brave,0,2006,106,"Action,Drama,War",5.6,11373
tt0765010,movie,Brothers,Brothers,0,2009,105,"Drama,Thriller,War",7.1,156278
tt0765120,movie,My Blueberry Nights,My Blueberry Nights,0,2007,95,"Drama,Romance",6.6,57222
tt0765128,movie,Oceans,Océans,0,2008,84,Documentary,7.7,10187
tt0765429,movie,American Gangster,American Gangster,0,2007,157,"Biography,Crime,Drama",7.8,466377
tt0765432,movie,The Baader Meinhof Complex,Der Baader Meinhof Komplex,0,2008,150,"Action,Biography,Crime",7.3,40724
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,100,"Crime,Drama,Thriller",7.6,267628
tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,0,2012,89,"Adventure,Animation,Comedy",5.8,27260
tt0765447,movie,Evening,Evening,0,2007,117,"Drama,Romance",6.4,14192
tt0765476,movie,Meet Dave,Meet Dave,0,2008,90,"Adventure,Comedy,Family",5.1,44485
tt0765833,movie,Happy Days,Neseli Günler,0,1978,95,"Comedy,Drama,Family",8.7,12255
tt0768212,movie,The Last Mimzy,The Last Mimzy,0,2007,90,"Action,Adventure,Drama",6.2,22453
tt0770703,movie,What's Your Number?,What's Your Number?,0,2011,106,"Comedy,Romance",6.0,89184
tt0770752,movie,Fool's Gold,Fool's Gold,0,2008,112,"Action,Adventure,Comedy",5.7,86177
tt0770772,movie,I Think I Love My Wife,I Think I Love My Wife,0,2007,90,"Comedy,Drama,Romance",5.5,17718
tt0770802,movie,Samsara,Samsara,0,2011,102,"Documentary,Music",8.4,38700
tt0770828,movie,Man of Steel,Man of Steel,0,2013,143,"Action,Adventure,Sci-Fi",7.1,826428
tt0772193,movie,Primeval,Primeval,0,2007,93,"Action,Adventure,Crime",4.8,15396
tt0775440,movie,Cell,Cell,0,2016,98,"Action,Adventure,Horror",4.4,31388
tt0775489,movie,The Illusionist,L'illusionniste,0,2010,80,"Animation,Drama,Fantasy",7.4,36904
tt0775529,movie,The Savages,The Savages,0,2007,113,"Comedy,Drama",7.1,39082
tt0775539,movie,Stomp the Yard,Stomp the Yard,0,2007,115,"Drama,Music,Romance",5.4,26702
tt0775552,movie,Aliens in the Attic,Aliens in the Attic,0,2009,86,"Adventure,Comedy,Family",5.4,24958
tt0779982,movie,Black Sheep,Black Sheep,0,2006,87,"Comedy,Horror,Sci-Fi",5.8,42544
tt0780504,movie,Drive,Drive,0,2011,100,"Action,Drama",7.8,725047
tt0780511,movie,Everybody's Fine,Everybody's Fine,0,2009,99,"Adventure,Drama",7.1,64712
tt0780516,movie,Flawless,Flawless,0,2007,108,"Crime,Drama,Thriller",6.7,26955
tt0780521,movie,The Princess and the Frog,The Princess and the Frog,0,2009,97,"Adventure,Animation,Comedy",7.2,173813
tt0780534,movie,My Mom's New Boyfriend,My Mom's New Boyfriend,0,2008,119,"Comedy,Crime,Romance",5.3,12607
tt0780536,movie,In Bruges,In Bruges,0,2008,107,"Comedy,Crime,Drama",7.9,473137
tt0780548,movie,Kid Cannabis,Kid Cannabis,0,2014,110,"Biography,Comedy,Crime",6.4,10673
tt0780567,movie,Imagine That,Imagine That,0,2009,107,"Comedy,Drama,Family",5.6,16075
tt0780571,movie,Mr. Brooks,Mr. Brooks,0,2007,120,"Crime,Drama,Mystery",7.3,159276
tt0780607,movie,The Signal,The Signal,0,2007,103,"Horror,Sci-Fi,Thriller",6.0,22111
tt0780608,movie,Smiley Face,Smiley Face,0,2007,85,Comedy,5.8,19689
tt0780622,movie,Teeth,Teeth,0,2007,94,"Comedy,Fantasy,Horror",5.4,47703
tt0780653,movie,The Wolfman,The Wolfman,0,2010,103,"Drama,Fantasy,Horror",5.8,113699
tt0783233,movie,Atonement,Atonement,0,2007,123,"Drama,Mystery,Romance",7.8,307899
tt0783238,movie,The Dead Girl,The Dead Girl,0,2006,85,"Crime,Drama,Mystery",6.5,16486
tt0783532,movie,Gangster's Paradise: Jerusalema,Jerusalema,0,2008,119,"Action,Crime,Drama",7.3,10983
tt0783598,movie,Until Death,Until Death,0,2007,101,"Crime,Drama,Thriller",5.7,10547
tt0783640,movie,The Last Full Measure,The Last Full Measure,0,2019,116,"Drama,War",6.8,14546
